sms,label
"U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
",0
"I'm at home. Please call
",0
"My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
",0
"Now only i reached home. . . I am very tired now. . I will come tomorro
",0
"Life style garments account no please.
",0
"Lol wtf random. Btw is that your lunch break
",0
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx
",0
"Detroit. The home of snow. Enjoy it.
",0
"Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
",1
"Is toshiba portege m100 gd?
",0
"accordingly. I repeat, just text the word ok on your mobile phone and send
",1
"important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
",1
"I am late. I will be there at
",0
"Are you plans with your family set in stone ?
",0
"You'll never believe this but i have actually got off at taunton. Wow
",0
"SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
",0
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.
",0
"Haiyoh... Maybe your hamster was jealous of million
",0
"Can you please send me my aunty's number
",0
"I'm glad. You are following your dreams.
",0
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)
",0
"Yes. I come to nyc for audiitions and am trying to relocate.
",0
"I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
",0
"Hey mr whats the name of that bill brison book the one about language and words 
",0
"Call me when u're done...
",0
"G.W.R
",0
"Please CALL 08712402578 immediately as there is an urgent message waiting for you
",1
"thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
",1
"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
",0
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.
",0
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?
",0
"He dint tell anything. He is angry on me that why you told to abi.
",0
"It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
",0
"I keep ten rs in my shelf:) buy two egg.
",0
"HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
",0
"Aight well keep me informed
",0
"That seems unnecessarily hostile
",0
"1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
",0
"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
",0
"Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
",0
"Hi:)did you asked to waheeda fathima about leave?
",0
"You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
",0
"important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
",1
"Ü only send me the contents page...
",0
"I can't right this second, gotta hit people up first
",0
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)
",0
"I like dis sweater fr mango but no more my size already so irritating.
",0
"Me fine..absolutly fine
",0
"How are you. Just checking up on you
",0
"yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
",0
"S.i'm watching it in live..
",0
"see you then, we're all christmassy here!
",0
"Yes just finished watching days of our lives. I love it.
",0
"Juz go google n search 4 qet...
",0
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8
",0
"As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
",1
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit
",0
"Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
",0
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""
",1
"You also didnt get na hi hi hi hi hi
",0
"If i said anything wrong sorry de:-)
",0
"How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
",0
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !
",0
"Still at west coast... Haiz... Ü'll take forever to come back...
",0
"MMM ... Fuck .... Merry Christmas to me
",0
"Update your face book status frequently :)
",0
"Just now saw your message.it k da:)
",0
"Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
",0
"Yar lor... How u noe? U used dat route too?
",0
"2mro i am not coming to gym machan. Goodnight.
",0
"Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
",0
"2 celebrate my bday, y else?
",0
"Please tell me you have some of that special stock you were talking about
",0
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ
",1
"Awesome, be there in a minute
",0
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.
",0
"I'm home. Ard wat time will u reach?
",0
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is
",0
"Aight should I just plan to come up later tonight?
",0
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.
",0
"Ranjith cal drpd Deeraj and deepak 5min hold
",0
"""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X""
",0
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,
",0
"Much better now thanks lol
",0
"S but not able to sleep.
",0
"Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
",1
"We will meet soon princess! Ttyl!
",0
"Oh :-)only 4 outside players allowed to play know
",0
"Erutupalam thandiyachu
",0
"No..its ful of song lyrics..
",0
"What do u reckon as need 2 arrange transport if u can't do it, thanks
",0
"Shopping? Eh ger i toking abt syd leh...Haha
",0
"Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
",0
"Call me when you get the chance plz &lt;3
",0
"My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
",0
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!
",0
"Probably a couple hours tops
",0
"Man this bus is so so so slow. I think you're gonna get there before me
",0
"Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
",0
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+
",1
"Nvm take ur time.
",0
"Wot is u up 2 then bitch?
",0
"She told to hr that he want posting in chennai:)because i'm working here:)
",0
"Not able to do anything.
",0
"Ü takin linear algebra today?
",0
"Now project pa. After that only i can come.
",0
"Money i have won wining number 946 wot do i do next
",1
"That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
",0
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho
",0
"DO U WANT 2 MEET UP 2MORRO
",0
"I've sent ü my part..
",0
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )
",1
"Hiya, probably coming home * weekend after next
",0
"Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
",0
"Ok both our days. So what are you making for dinner tonite? Am I invited?
",0
"IM LATE TELLMISS IM ON MY WAY
",0
"Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
",0
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more
",0
"Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
",0
"FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
",1
"I've been trying to reach him without success
",0
"when you and derek done with class?
",0
"Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
",0
"Hope you are having a good week. Just checking in
",0
"""Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x""
",0
"Try to do something dear. You read something for exams
",0
"Think + da. You wil do.
",0
"Tell me again what your address is
",0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
",0
"Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
",0
"hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
",0
"Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
",1
"""CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ""
",0
"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
",1
"No plans yet. What are you doing ?
",0
"Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
",0
"Noooooooo please. Last thing I need is stress. For once in your life be fair.
",0
"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
",1
"It's ok i wun b angry. Msg u aft i come home tonight.
",0
"I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
",0
"Yo sorry was in the shower sup
",0
"Full heat pa:-) i have applyed oil pa.
",0
"I'm stuck in da middle of da row on da right hand side of da lt... 
",0
"Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
",0
"FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
",1
"Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
",0
"Just glad to be talking to you.
",0
"Wat time ü finish?
",0
"Sorry da. I gone mad so many pending works what to do.
",0
"How much you got for cleaning
",0
"Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
",1
"Ü called dad oredi...
",0
"Good. do you think you could send me some pix? I would love to see your top and bottom...
",0
"THIS IS A LONG FUCKIN SHOWR
",0
"Received, understood n acted upon!
",0
"I'm on the bus. Love you
",0
"Lol ... I knew that .... I saw him in the dollar store
",0
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?
",0
"Oh wow thats gay. Will firmware update help
",0
"These won't do. Have to move on to morphine
",0
"How come i din c ü... Yup i cut my hair...
",0
"K k pa Had your lunch aha.
",0
"Captain vijaykanth is doing comedy in captain tv..he is drunken :)
",0
"Havent.
",0
"You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
",1
"Did u got that persons story
",0
"Are you planning to come chennai?
",0
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.
",0
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE ""
",0
"A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
",1
"Lol yes. But it will add some spice to your day.
",0
"K, I'll work something out
",0
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
",1
"This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
",0
"You call him and tell now infront of them. Call him now.
",0
"Ok no prob...
",0
"Probably not, I'm almost out of gas and I get some cash tomorrow
",0
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114
",1
"I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
",0
"Wewa is 130. Iriver 255. All 128 mb.
",0
"Sry da..jst nw only i came to home..
",0
"That's cool he'll be here all night, lemme know when you're around
",0
"Are you staying in town ?
",0
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..
",0
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies
",0
"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
",0
"A guy who gets used but is too dumb to realize it.
",0
"Don no da:)whats you plan?
",0
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
",1
"Yar but they say got some error.
",0
"Hey anyway i have to :-)
",0
"Thats cool princess! I will cover your face in hot sticky cum :)
",0
"K will do, addie &amp; I are doing some art so I'll be here when you get home
",0
"My uncles in Atlanta. Wish you guys a great semester.
",0
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...
",0
"Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
",0
"I'm home, my love ... If your still awake ... *loving kiss*
",0
"There'll be a minor shindig at my place later tonight, you interested?
",0
"I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
",0
"I've reached already.
",0
"Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
",1
"Oh k:)after that placement there ah?
",0
"Not for possession, especially not first offense
",0
"I am in hospital da. . I will return home in evening
",0
"When you just put in the + sign, choose my number and the pin will show. Right?
",0
"Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
",1
"Well boy am I glad G wasted all night at applebees for nothing
",0
"Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
",1
"Ok lor... Or u wan me go look 4 u?
",0
"Me too! Have a lovely night xxx
",0
"Hi..i got the money da:)
",0
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com
",0
"Quite lor. But dun tell him wait he get complacent...
",0
"U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
",0
"O we cant see if we can join denis and mina? Or does denis want alone time
",0
"Sen told that he is going to join his uncle finance in cbe
",0
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.
",0
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...
",0
"We're on the opposite side from where we dropped you off
",0
"Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
",0
"Saw Guys and Dolls last night with Patrick Swayze it was great
",0
"URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
",1
"Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
",1
"Just come home. I don't want u to be miserable
",0
"I dont know why she.s not getting your messages
",0
"How do you plan to manage that
",0
"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off
",0
"Call me when u finish then i come n pick u.
",0
"What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
",0
"Ü no home work to do meh... 
",0
"Got smaller capacity one? Quite ex...
",0
":-) :-)
",0
"Lol no. Just trying to make your day a little more interesting
",0
"How long before you get reply, just defer admission til next semester
",0
"I hope your pee burns tonite.
",0
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.
",0
"....photoshop makes my computer shut down.
",0
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
",1
"Awesome, that gonna be soon or later tonight?
",0
"I need details about that online job.
",0
"Missing you too.pray inshah allah
",0
"Pls help me tell Ashley that i cant find her number oh
",0
"I am in escape theatre now. . Going to watch KAVALAN in a few minutes
",0
"S.this will increase the chance of winning.
",0
"Maybe you should find something else to do instead???
",0
"I liked your new house
",0
"Thanks  and ! Or bomb and date as my phone wanted to say! 
",0
"Ok...
",0
"""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care
",0
"Nokia phone is lovly..
",0
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?
",0
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?
",0
"1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
",0
"Well. You know what i mean. Texting
",0
"Wat happened to the cruise thing
",0
"No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
",1
"When/where do I pick you up
",0
"As usual u can call me ard 10 smth.
",0
"Or just do that 6times
",0
"You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
",0
"Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
",0
"Its worse if if uses half way then stops. Its better for him to complete it.
",0
"Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
",0
"Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
",1
"2 and half years i missed your friendship:-)
",0
"I cant pick the phone right now. Pls send a message
",0
"* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
",1
"Will do. Have a good day
",0
"WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
",0
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.
",1
"Just dropped em off, omw back now
",0
"Re your call; You didn't see my facebook huh?
",0
"Oh yah... We never cancel leh... Haha 
",0
"Ok... Let u noe when i leave my house.
",0
"Wanna do some art?! :D
",0
"Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
",0
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service
",1
"Match started.india  &lt;#&gt;  for 2
",0
"Once free call me sir.
",0
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?
",0
"G wants to know where the fuck you are
",0
"No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
",0
"Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
",0
"Ü go home liao? Ask dad to pick me up at 6...
",0
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...
",0
"Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
",0
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill
",0
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...
",1
"Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
",0
"Doing my masters. When will you buy a bb cos i have for sale and how's bf
",0
"I want  &lt;#&gt;  rs da:)do you have it?
",0
"I want to see your pretty pussy...
",0
"You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
",1
"Hey come online! Use msn... We are all there
",0
"I'm fine. Hope you are good. Do take care.
",0
"Yar... I tot u knew dis would happen long ago already.
",0
"JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
",0
"Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
",0
"Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
",0
"Networking job is there.
",0
"That's y u haf 2 keep me busy...
",0
"Which channel:-):-):):-).
",0
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx
",0
"I'm hungry buy smth home...
",0
"Can you talk with me..
",0
"You still around? Looking to pick up later
",0
"CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
",1
"Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
",0
"Oh k. . I will come tomorrow
",0
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar
",0
"Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
",0
"I think the other two still need to get cash but we can def be ready by 9
",0
"Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
",0
"It's cool, we can last a little while. Getting more any time soon?
",0
"Where you. What happen
",0
"I was gonna ask you lol but i think its at 7
",0
"Hey... Very inconvenient for your sis a not huh?
",0
"* Was really good to see you the other day dudette, been missing you!
",0
"How many times i told in the stage all use to laugh. You not listen aha.
",0
"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
",1
"Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
",1
"She ran off with a younger man. we will make pretty babies together :)
",0
"Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
",0
"I will vote for wherever my heart guides me
",0
"With my sis lor... We juz watched italian job.
",0
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...
",0
"Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
",0
"Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
",0
"Geeeee ... Your internet is really bad today, eh ?
",0
"I think i am disturbing her da
",0
"Sorry, I'll call you  later. I am in meeting sir.
",0
"Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
",0
"But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
",0
"I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
",0
"83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
",1
"Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
",0
"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
",1
"""Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
",0
"Aiya we discuss later lar... Pick ü up at 4 is it?
",0
"Hey happy birthday...
",0
"Sorry i missed your call. Can you please call back.
",0
"Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
",0
"I wont do anything de.
",0
"St andre, virgil's cream
",0
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...
",0
"Gokila is talking with you aha:)
",0
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.
",0
"Aight, call me once you're close
",0
"Nope thats fine. I might have a nap tho! 
",0
"This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
",1
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8
",0
"Ding me on ya break fassyole! Blacko from londn
",0
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL
",0
"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
",1
"U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
",0
"Argh why the fuck is nobody in town ;_;
",0
"Are you driving or training?
",0
"Hi Chikku, send some nice msgs
",0
"it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
",0
"Sday only joined.so training we started today:)
",0
"There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
",0
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
",1
"Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
",0
"I'm in office now da:)where are you?
",0
"Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
",0
"Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
",0
"K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
",0
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)
",0
